Ligand	Receptor
Slc9a3r1	P2ry1
Slc9a3r1	Cftr
Slc9a3r1	P2ry1
Slc9a3r1	Cftr
Slc9a3r1	Ntrk1
Slc9a3r1	Cftr
Slc9a3r1	P2ry1
Slc9a3r1	Pag1
Slc9a3r1	Pag1
Slc9a3r1	Pag1
Slc9a3r1	Cftr
Slc9a3r1	Ezr
Slc9a3r1	Egfr
Slc9a3r1	P2ry1
Slc9a3r1	Cftr
Slc9a3r1	Pag1
Slc9a3r1	Cftr
Slc9a3r1	Ezr
Slc9a3r1	Ezr
Slc9a3r1	Kcnj1
Slc9a3r1	Adrb2
Slc9a3r1	Adrb2
Slc9a3r1	Kcnj1
Slc9a3r1	Kcnj1
Slc9a3r1	Akt1
Slc9a3r1	Akt1
Slc9a3r1	Cdh1
Slc9a3r1	Adrb2
Slc9a3r1	Pdgfra
Slc9a3r1	Pdgfra
Slc9a3r1	Adrb2
Slc9a3r1	Adrb2
Slc9a3r1	Pdgfra
Slc9a3r1	Lpar2
Slit1	Robo1
Slit1	Robo1
Slit1	Gpc1
Slit1	Robo1
Slit2	Gpc1
Slit2	Gpc1
Slit2	Robo4
Slit2	Robo1
Slit2	Robo2
Slit2	Robo2
Slit2	Robo1
Slit2	Gpc1
Slit2	Robo1
Slit2	Robo1
Slit2	Cap1
Slit2	Gpc1
Slit2	Robo1
Slit2	Rac1
Slit2	Cdc42
Slit2	Ptch1
Slpi	Plscr1
Slpi	Plscr2
Slpi	1700057G04Rik
Slpi	Plscr1
Slpi	Plscr2
Slpi	1700057G04Rik
Slpi	Plscr1
Slpi	Plscr2
Slpi	1700057G04Rik
Slpi	Plscr1
Slpi	Plscr2
Slpi	1700057G04Rik
Slpi	Plscr4
Slurp1	Plau
Smoc1	Lrp1
Smoc1	Itga9
Smoc1	Coro1c
Snx2	Cdh1
Snx2	Acvr2b
Snx2	Acvr2b
Snx2	Acvr2b
Snx2	Treml2
Snx2	Lepr
Snx2	Insr
Snx2	Lepr
Snx2	Tgfbr1
Snx2	Met
Snx2	Acvr1b
Snx2	Egfr
Snx2	Egfr
Snx2	Acvr1b
Sorbs1	Efnb1
Sorbs1	Vcl
Sorbs1	Insr
Sorbs1	Adam15
Sorbs1	Insr
Sorbs1	Insr
Sorbs1	Itga1
Sorbs1	Flot1
Sorbs1	Adam15
Sost	Lrp5
Sost	Ap2a1
Sost	Lrp6
Sost	Lrp5
Sost	Lrp6
Sost	Lrp6
Sost	Lrp5
Sost	Lrp6
Sost	Lrp6
Sost	Lrp5
Sost	Lrp6
Sost	Lrp4
Sost	Lrp4
Sost	Lrp4
Sost	Lrp4
Sost	Lrp4
Sost	Lrp4
Sost	Lrp2
Sost	Sorl1
Spaca3	Zp3
Sparc	Vcam1
Sparc	Stab1
Sparc	Stab1
Sparc	Stab1
Sparc	Sdc2
Sparc	Col13a1
Sparc	Tgfbr2
Sparcl1	Pdgfrl
Sparcl1	Egfr
Sparcl1	Egfr
Spesp1	Lyn
Spink4	Plxna2
Spink4	Cercam
Spink4	Mill1
Spink4	Mill2
Spink4	Htra1
Spink7	Epb42
Spink7	Ide
Spink7	Epb42
Spink7	Epb42
Spink7	Lypd1
Spint1	St14
Spint1	Nlgn3
Spp1	F2
Spp1	F2
Spp1	F2
Spp1	Itga8
Spp1	Cacng4
Spp1	Nckap1
Spp1	Ncstn
Spp1	Cmtm3
Spp1	Itga9
Srpx2	Plaur
Srpx2	Plaur
Sst	Lpar2
Sst	Ptger3
Sst	Oprm1
Sst	Lpar1
Sst	S1pr4
Sst	Tas2r139
Sst	Oprl1
Sst	Ccr1
Sst	Ccr1l1
Sst	Agtr2
Sst	Tas2r130
Sst	Adra2c
Sst	Bdkrb1
Sst	Ccr10
Sst	P2ry14
Sst	P2ry12
Sst	Tas2r118
Sst	Tas2r108
Sst	Sstr3
Sst	Tas2r120
Sst	Tas2r136
Sst	Tas2r126
Sst	Hcar2
Sst	Cnr2
Sst	Fpr1
Sst	Grm3
Sst	Grm4
Sst	Sstr3
Sst	Sstr3
Sst	Grm8
Sst	Casr
Sst	Gabbr2
Sst	Gna12
Sst	Adra2b
Sst	S1pr5
Sst	Ccr2
Sst	Gpr55
Sst	Cxcr3
Sst	Drd3
Sst	Adcy6
Sst	Agtr1a
Sst	Agtr1b
Sst	Adora2b
Sst	Ackr3
Sst	Npy
Sst	Bdkrb2
Sst	Npy1r
Sst	Npbwr1
Sst	Tas2r137
Sst	P2ry13
Sst	Tas2r107
Sst	Tas2r106
Sst	Tas2r104
Sst	Tas2r105
Sst	Tas2r114
Sst	Ccr9
Sst	Mtnr1b
Sst	Lpar5
Sst	Adcy3
Sst	Hrh4
Sst	Gna13
Sst	Oprk1
Sst	Gper1
Sst	Cnr1
Sst	Tas2r115
Sst	Tas2r117
Sst	Tas2r123
Sst	Tas2r116
Sst	Tas2r110
Sst	Tas2r113
Sst	Tas2r125
Sst	Tas2r129
Sst	Tas2r109
Sst	Tas2r103
Sst	Tas2r140
Sst	Ccr3
Sst	Chrm2
Sst	Npy2r
Sst	Adcy9
Sst	Sstr5
Sst	Ccr8
Sst	Hrh3
Sst	C5ar1
Sst	Htr1f
Sst	Cxcl16
Sst	Sstr5
Sst	Npy5r
Sst	Aplnr
Sst	Drd2
Sst	Tas2r119
Sst	Oxgr1
Sst	Nmur1
Sst	Adra2a
Sst	Chrm4
Sst	Cxcr2
Sst	Gpr18
Sst	Drd4
Sst	Ccr7
Sst	Galr2
Sst	Cxcr5
Sst	Rxfp4
Sst	Fpr3
Sst	Fpr2
Sst	Grm6
Sst	Grm2
Sst	Fpr-rs4
Sst	Fpr-rs7
Sst	Fpr-rs6
Sst	Fpr-rs3
Sst	Ccr5
Sst	Ccr4
Sst	Mchr1
Sst	Npy4r
St6gal1	Cd22
St6gal1	Muc4
St6gal1	Muc20
Stc2	Ptn
Stc2	Ptn
Stc2	Ptn
Stc2	Ptn
Stc2	Adam11
Stx1a	Itpr3
Stx1a	Scnn1g
Stx1a	Dapk1
Stx1a	Psen1
Stx1a	Psen1
Stx1a	Dapk1
Stx1a	Itpr1
Stx1a	Slc6a1
Stx1a	Slc6a2
Stx1a	Stx8
Stx1a	Slc18a2
Stx1a	Snap25
Stx1a	Slc6a4
Stx1a	Kcnb1
Stx1a	Cacna1c
Stx1a	Slc17a7
Stx1a	Snap29
Stx1a	Snap29
Stx1a	Stx1a
Stx1a	Snap29
Stx1a	Rab3a
Stx1a	Atp4b
Stx1a	Slc6a3
Stx1a	Slc6a3
Stx1a	Slc6a3
Stx1a	Vamp7
Stx1a	Napa
Stx1a	Abcc9
Stx1a	Slc18a3
Stx1a	Cacna1a
Stx1a	Cftr
Stx1a	Snap23
Stx1a	Vamp1
Stx1a	Rims1
Stx1a	Cftr
Stx1a	Snap23
Stx1a	Unc13b
Stx1a	Slc6a5
Stx1a	Snap23
Stx1a	Rims1
Stx1a	Unc13b
Stx1a	Stxbp5
Stx1a	Scnn1a
Stx1a	Vamp8
Stx1a	Cacng2
Stx1a	Cacng4
Stx1a	Itpr2
Sulf1	Lrrc4c
Sulf1	Nedd4
Sulf1	Sdc2
Svep1	Zfyve9
Svep1	Zfyve9
Svep1	Zfyve9
Syap1	Tas2r126
Syap1	Slc39a1
Syap1	Cdh1
Sytl3	Nrxn1
Tac1	Tacr2
Tac1	Ghsr
Tac1	Casr
Tac1	Lpar4
Tac1	Bdkrb1
Tac1	P2ry6
Tac1	Nmur1
Tac1	Gng2
Tac1	Avpr1a
Tac1	Gpr65
Tac1	Gna11
Tac1	Gcgr
Tac1	Tacr3
Tac1	Ptgfr
Tac1	Ednra
Tac1	Cysltr1
Tac1	Nmbr
Tac1	Trhr
Tac1	Ntsr1
Tac1	Cckbr
Tac1	Htr2a
Tac1	Grm7
Tac1	Ltb4r2
Tac1	Hrh1
Tac1	Grm6
Tac1	Lpar5
Tac1	Oxtr
Tac1	Gpr17
Tac1	Dpp4
Tac1	Fap
Tac1	Grm4
Tac1	Adra1d
Tac1	Npffr1
Tac1	P2ry2
Tac1	Npffr2
Tac1	Ptafr
Tac1	Kiss1r
Tac1	Prokr2
Tac1	Ffar2
Tac1	Tacr2
Tac1	Tacr3
Tac1	Grpr
Tac1	Grm1
Tac1	Tacr3
Tac1	Lpar6
Tac1	Grk5
Tac1	Adra1b
Tac1	Lpar3
Tac1	Gpr4
Tac1	Hcrtr2
Tac1	Grm5
Tac1	Gpr68
Tac1	P2ry10
Tac1	Tacr2
Tac1	Adra1a
Tac1	Htr2b
Tac1	Gnrhr
Tac1	Ffar1
Tac1	F2rl3
Tac1	Opn4
Tac1	Ffar3
Tac1	Agtr1a
Tac1	Agtr1b
Tac1	Fpr3
Tac1	Fpr2
Tac1	Arhgef25
Tac1	C130060K24Rik
Tac1	Qrfpr
Tac1	F2rl2
Tac1	Lpar2
Tac1	P2ry1
Tac1	Tacr1
Tac1	F2rl1
Tac1	Agtr2
Tac1	Grm8
Tac1	Chrm1
Tac1	Ntsr2
Tac1	Xcr1
Tac1	Ednrb
Tac1	Chrm3
Tac1	Grm2
Tac1	Ptger1
Tac1	Npsr1
Tac1	Gprc6a
Tac1	Htr2c
Tac1	Cckar
Tac1	Chrm5
Tac1	Tacr1
Tac1	Mchr1
Tac1	F2r
Tac1	Bdkrb2
Tac1	Tbxa2r
Tac1	Lpar1
Tac1	Avpr1b
Tac1	Grm3
Tac1	Hcrtr1
Tac2	Ghsr
Tac2	F2rl1
Tac2	P2ry2
Tac2	Xcr1
Tac2	Chrm5
Tac2	P2ry10
Tac2	Gpr4
Tac2	Oxtr
Tac2	Agtr2
Tac2	Ffar1
Tac2	F2rl3
Tac2	F2r
Tac2	Opn4
Tac2	Grm8
Tac2	Ffar3
Tac2	Ptgfr
Tac2	Npffr1
Tac2	Lpar4
Tac2	Npffr2
Tac2	Grm7
Tac2	Ffar2
Tac2	Npsr1
Tac2	Avpr1b
Tac2	Lpar2
Tac2	Adra1a
Tac2	Cckbr
Tac2	Ptafr
Tac2	Nmbr
Tac2	Ednra
Tac2	Bdkrb2
Tac2	Lpar5
Tac2	Prokr2
Tac2	Kiss1r
Tac2	Arhgef25
Tac2	Lpar3
Tac2	Htr2b
Tac2	Grpr
Tac2	Adra1d
Tac2	Ntsr2
Tac2	Casr
Tac2	Cysltr1
Tac2	Adra1b
Tac2	Hrh1
Tac2	Bdkrb1
Tac2	Ednrb
Tac2	Trhr
Tac2	Htr2c
Tac2	Tacr3
Tac2	Grm3
Tac2	Htr2a
Tac2	Ntsr1
Tac2	Gna11
Tac2	Gcgr
Tac2	Tacr3
Tac2	Chrm1
Tac2	Gpr17
Tac2	Tbxa2r
Tac2	Grk5
Tac2	Grm6
Tac2	Cckar
Tac2	Nmur1
Tac2	Gprc6a
Tac2	Ptn
Tac2	Grm4
Tac2	Grm1
Tac2	Agtr1a
Tac2	Agtr1b
Tac2	Ltb4r2
Tac2	Lpar1
Tac2	Lpar6
Tac2	Grm2
Tac2	Fpr3
Tac2	Fpr2
Tac2	P2ry6
Tac2	Gpr68
Tac2	Gpr65
Tac2	Gng2
Tac2	Mchr1
Tac2	Ptn
Tac2	Ptn
Tac2	Ptn
Tac2	Tacr2
Tac2	Tacr2
Tac2	Ptger1
Tac2	Tacr1
Tac2	F2rl2
Tac2	Hcrtr2
Tac2	Hcrtr1
Tac2	Tacr2
Tac4	Tacr2
Tac4	Tacr1
Tac4	Tacr2
Tac4	Tacr3
Tcn2	Rhou
Tcn2	App
Tctn1	Mill1
Tctn1	Mill2
Tctn1	Bcap31
Tctn1	Gml
Tctn1	Gml2
Tdgf1	Gpc1
Tdgf1	Acvr2a
Tdgf1	Acvr1b
Tdgf1	Acvr2b
Tdgf1	Acvr1b
Tdgf1	Acvr1c
Tdgf1	Acvr1b
Tdgf1	Ap2s1
Tdgf1	Acvr1b
Tdgf1	Tdgf1
Tdgf1	Acvr1c
Tdgf1	Aip
Gm20425	Glra2
Trf	Glra2
Gm20425	Tfr2
Trf	Tfr2
Gm20425	Grb2
Trf	Grb2
Gm20425	Canx
Trf	Canx
Gm20425	Atp6v0a2
Trf	Atp6v0a2
Gm20425	Tubb3
Trf	Tubb3
Gm20425	Cubn
Trf	Cubn
Gm20425	Cubn
Trf	Cubn
Gm20425	Esr1
Trf	Esr1
Gm20425	Cubn
Trf	Cubn
Gm20425	Il7r
Trf	Il7r
Gm20425	Tubb3
Trf	Tubb3
Gm20425	Canx
Trf	Canx
Gm20425	Il7r
Trf	Il7r
Gm20425	Hfe
Trf	Hfe
Gm20425	Grb2
Trf	Grb2
Gm20425	Tfr2
Trf	Tfr2
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Rab5a
Trf	Rab5a
Gm20425	Tfrc
Trf	Tfrc
Gm20425	Hfe
Trf	Hfe
Gm20425	Hfe
Trf	Hfe
Gm20425	Hfe
Trf	Hfe
Gm20425	Hfe
Trf	Hfe
Gm20425	Atp6v0a4
Trf	Atp6v0a4
Tff1	Fgfr2
Tff1	Esr2
Tff1	Esr2
Tff1	Fgfr2
Tff1	Gm36028
Tff1	Gm36028
Tff1	Gm36028
Tff1	Cd300a
Tff1	Cd300a
Tff1	Cd300a
Tfpi	F3
Tg	Asgr1
Tg	Canx
Tgfa	Egfr
Tgfa	Egfr
Tgfa	Erbb4
Tgfa	Tgfa
Tgfa	Egfr
Tgfa	Erbb2
Tgfa	Snta1
Tgfa	Erbb2
Tgfa	Adam10
Tgfa	Adam17
Tgfa	Egfr
Tgfa	Egfr
Tgfa	Egfr
Tgfb1	Tgfbr3
Tgfb1	Tgfbr3
Tgfb1	Tgfbr3
Tgfb1	Tgfbr3
Tgfb1	Tgfbr3
Tgfb1	Tgfbr2
Tgfb1	Cd109
Tgfb1	Rhoa
Tgfb1	Tgfbr3
Tgfb1	Tgfbr3
Tgfb1	Mcc
Tgfb1	Tgfbr2
Tgfb1	Itga8
Tgfb1	Zfyve9
Tgfb1	Ar
Tgfb1	Tgfbr1
Tgfb1	Sdc2
Tgfb1	Ltbp1
Tgfb1	Ltbp1
Tgfb1	Ltbp4
Tgfb1	Itgb6
Tgfb1	Ltbp4
Tgfb1	Tgfbr1
Tgfb1	Tgfbr1
Tgfb1	Tgfbr1
Tgfb1	Egfr
Tgfb1	Tgfbr1
Tgfb1	Pdgfrl
Tgfb1	Tgfbr1
Tgfb1	Sdc2
Tgfb1	Tgfbr1
Tgfb1	Itgb6
Tgfb1	Ltbp4
Tgfb1	Vtn
Tgfb1	Ltbp1
Tgfb1	Ltbp1
Tgfb1	Fcnb
Tgfb1	App
Tgfb2	App
Tgfb2	App
Tgfb2	Tgfbr3
Tgfb2	Vtn
Tgfb2	Vtn
Tgfb3	Tgfbr1
Tgfb3	Tgfbr1
Tgfb3	Sdc4
Tgfb3	Tgfbr1
Tgfb3	Sdc4
Tgfb3	Tgfbr1
Tgfb3	Tgfbr1
Tgfb3	Itgb6
Tgfb3	Tgfbr2
Tgfb3	Tgfbr2
Tgfb3	Tgfbr3
Tgfb3	Tgfbr3
Tgfb3	Ltbp1
Tgfbr3	Tgfbr3
Tgfbr3	Tgfbr3
Tgm2	Cdh1
Tgm2	Cbl
Tgm2	Cbl
Tgm2	Gcgr
Tgm2	Gcgr
Tgm2	Pla2g2a
Thbs1	Tnfrsf11b
Thbs4	App
Timp1	Cd63
Timp1	Cd63
Timp1	Cd63
Timp1	Cd63
Timp1	Cd63
Timp2	Rab3a
Timp2	Rab3a
Timp2	Rab3a
Timp2	Itga3
Timp2	Itga3
Timp2	Itgb1
Timp2	Itga3
Timp2	Pgrmc1
Timp2	Pgrmc1
Timp2	Pgrmc1
Timp3	Adam15
Timp3	Agtr2
Timp3	Agtr2
Timp3	Agtr2
Timp3	Agtr2
Timp3	Efemp1
Timp3	Adam17
Timp3	Adam17
Timp3	Adam17
Timp3	App
Timp4	Errfi1
Tinagl1	Cd59b
Tinagl1	Cd59a
Tnc	Egfr
Tnc	Egfr
Tnc	Itgb6
Tnc	Mep1b
Tnc	Itgb3
Tnc	Itgb1
Tnc	Cntn1
Tnc	Itga8
Tnc	Sdc3
Tnc	Itga5
Tnc	Itga7
Tnc	Ptprb
Tnc	Itga9
Tnc	Itgav
Tnc	Itgax
Tnf	Tnfrsf1a
Tnf	Tnfrsf1a
Tnf	Tnfrsf1a
Tnf	Tnfrsf1a
Tnf	Traf2
Tnf	Ptprs
Tnf	Tnfrsf1a
Tnf	Cd276
Tnf	Traf2
Tnf	Ripk1
Tnf	Tnfrsf1a
Tnf	Tnfrsf1a
Tnf	Traf2
Tnf	Adam9
Tnf	Ripk1
Tnf	Tnfrsf1a
Tnf	Traf2
Tnf	Tnfrsf1a
Tnf	Tnfrsf1a
Tnf	Tnfrsf1a
Tnf	Tnfrsf1a
Tnf	Traf2
Tnf	Ripk1
Tnf	Ripk1
Tnf	Traf2
Tnf	Tnfrsf1a
Tnf	Frem2
Tnf	Nrp1
Tnf	Flt4
Tnf	Celsr2
Tnf	Lyn
Tnf	Plxna2
Tnf	Rack1
Tnf	Adam17
Tnf	Mmp17
Tnf	Rack1
Tnf	Adam17
Tnf	Neo1
Tnf	Capns1
Tnf	Tnfrsf1b
Tnf	Tnfrsf1b
Tnf	Tnfrsf1b
Tnf	Fyn
Tnf	Cdc42
Tnf	Abcb6
Tnf	Dag1
Tnf	Tnfrsf1b
Tnf	Tnfrsf1b
Tnf	Tnfrsf1b
Tnf	Tnfrsf1b
Tnf	Ptprz1
Tnf	Rab5a
Tnf	Sema4c
Tnf	Fas
Tnf	Tnfrsf1b
Tnfrsf11b	Tnfsf11
Tnfrsf11b	Vtn
Tnfrsf18	Traf2
Tnfrsf18	Traf2
Tnfrsf18	Traf2
Tnfrsf18	Traf2
Tnfrsf18	Tnfsf18
Tnfrsf18	Tnfsf18
Tnfrsf18	Tnfrsf18
Tnfrsf18	Tnfrsf18
Tnfrsf18	Tnfrsf18
Tnfrsf18	Tnfsf18
Tnfrsf1a	Dapk1
Tnfrsf1a	Trpc4ap
Tnfrsf1a	Ptpn6
Tnfrsf1a	Jph1
Tnfrsf1a	Fyn
Tnfrsf1a	Src
Tnfrsf1a	Src
Tnfrsf1a	Syk
Tnfrsf1a	Tnfrsf22
Tnfrsf1a	Tnfrsf26
Tnfrsf1a	Tnfrsf23
Tnfrsf1a	Trpc5
Tnfrsf1a	Slc1a5
Tnfrsf1a	Slc1a5
Tnfrsf1a	Msn
Tnfrsf1a	Slc39a1
Tnfrsf1a	Vangl2
Tnfrsf1a	Dab2ip
Tnfrsf1a	Dab2ip
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Prkcd
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Prkcd
Tnfrsf1a	Rhoa
Tnfrsf1a	Slmap
Tnfrsf1a	Gpr50
Tnfrsf1a	Lmbr1
Tnfrsf1a	Dab2ip
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Prkcd
Tnfrsf1a	Prkcd
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Prkcd
Tnfrsf1a	Prkcd
Tnfrsf1a	Gprc5b
Tnfrsf1a	Grb2
Tnfrsf1a	Tnfrsf1a
Tnfrsf1a	Syk
Tnfrsf1a	Canx
Tnfrsf1a	Canx
Tnfrsf1a	Fas
Tnfrsf1a	Cbl
Tnfrsf1a	Ripk1
Tnfrsf1a	Ripk1
Tnfrsf1a	Tnfrsf25
Tnfrsf1a	Ripk1
Tnfrsf1a	Atp1a1
Tnfrsf1a	Ripk1
Tnfrsf1a	Atp1a1
Tnfrsf1a	Ripk1
Tnfrsf1a	Ripk1
Tnfrsf1a	Traf2
Tnfrsf1a	Egfr
Tnfrsf1a	Traf2
Tnfrsf1a	Clip3
Tnfrsf1a	Clip3
Tnfrsf1a	Traf2
Tnfrsf1a	Tnfrsf1b
Tnfrsf1a	Traf2
Tnfrsf1a	Traf2
Tnfrsf1a	Traf2
Tnfrsf1a	Egfr
Tnfrsf1a	Egfr
Tnfrsf1a	Traf2
Tnfrsf1a	Rack1
Tnfrsf1a	Rack1
Tnfrsf1a	Trpc4ap
Tnfrsf1a	Trpc4ap
Tnfrsf1a	Xpr1
Tnfrsf1a	Gprc5c
Tnfrsf1a	Cyba
Tnfrsf1a	Grb2
Tnfrsf1a	Rack1
Tnfrsf1a	Cyba
Tnfrsf1a	Adam17
Tnfrsf1b	Atp1a1
Tnfrsf1b	Slc1a5
Tnfrsf1b	Slc1a5
Tnfrsf1b	Atp1a1
Tnfrsf1b	Tnfrsf1b
Tnfrsf1b	Slc1a3
Tnfrsf1b	Tnfrsf1b
Tnfrsf1b	Tnfrsf1b
Tnfrsf1b	Slc1a3
Tnfrsf1b	Tnfrsf1b
Tnfrsf1b	Cd14
Tnfrsf25	Tnfrsf25
Tnfrsf25	Traf2
Tnfrsf25	Traf2
Tnfrsf25	Tnfrsf1a
Tnfsf10	Tnfrsf22
Tnfsf10	Tnfrsf26
Tnfsf10	Tnfrsf23
Tnfsf10	Tnfrsf22
Tnfsf10	Tnfrsf26
Tnfsf10	Tnfrsf23
Tnfsf10	Tnfrsf22
Tnfsf10	Tnfrsf26
Tnfsf10	Tnfrsf23
Tnfsf10	Tnfrsf22
Tnfsf10	Tnfrsf26
Tnfsf10	Tnfrsf23
Tnfsf10	Tnfrsf22
Tnfsf10	Tnfrsf26
Tnfsf10	Tnfrsf23
Tnfsf10	Fas
Tnfsf11	Tnfrsf11a
Tnfsf11	Tnfrsf11b
Tnfsf11	Adam17
Tnfsf11	Tnfsf11
Tnfsf11	Akt1
Tnfsf12	Tnfrsf25
Tnfsf13	Kras
Tnfsf13	Fas
Tnfsf13	Tnfrsf1a
Tnfsf13	Tnfrsf17
Tnfsf13	Kras
Tnfsf13	Tnfrsf13b
Tnfsf13	Tnfrsf13b
Tnfsf13	Tnfrsf14
Tnfsf13	Tnfrsf11b
Tnfsf13	Tnfrsf13b
Tnfsf13	Tnfrsf14
Tnfsf13	Tnfrsf13b
Tnfsf13	Tnfrsf13b
Tnfsf13	Tnfrsf14
Tnfsf13	Tnfrsf1a
Tnfsf13	Fas
Tnfsf13b	Cd40
Tnfsf13b	Tnfrsf13c
Tnfsf13b	Tnfrsf13c
Tnfsf13b	Tnfrsf17
Tnfsf13b	Tnfrsf17
Tnfsf13b	Tnfrsf13c
Tnfsf13b	Tnfrsf17
Tnfsf14	Traf2
Tnfsf14	Tnfrsf14
Tnfsf14	Tnfrsf14
Tnfsf14	Tnfrsf14
Tnfsf14	App
Tnfsf14	Tnfrsf14
Tnfsf15	Tnfrsf25
Tnfsf15	Tnfrsf25
Tnfsf18	Tnfsf18
Tnfsf18	Tnfrsf18
Tnfsf18	Tnfrsf18
Tnfsf18	Tnfrsf18
Tnfsf8	Tnfrsf8
Tnfsf9	Adgrg5
Tnfsf9	Mill1
Tnfsf9	Mill2
Tnfsf9	Raet1d
Tnfsf9	Raet1e
Tnr	Cntn1
Tnr	Nfasc
Tor1a	Canx
Tor1a	Slc6a3
Tor3a	Canx
Trem1	Trem1
Trem1	Tyrobp
Trem1	Trem1
Trem1	Trem1
Trem1	Trem1
Trem1	Tyrobp
Trem1	Tyrobp
Trem1	Tyrobp
Trem1	Tyrobp
Trem1	Tyrobp
Trem2	Tyrobp
Trem2	Plxna1
Trem2	Tyrobp
Trem2	Tyrobp
Trh	F2rl3
Trh	Grm4
Trh	P2ry2
Trh	Agtr1a
Trh	Agtr1b
Trh	P2ry6
Trh	Tacr2
Trh	Grpr
Trh	Chrm1
Trh	Casr
Trh	Tacr3
Trh	Npffr1
Trh	Arhgef25
Trh	Ptafr
Trh	Grm1
Trh	Adra1b
Trh	Gcgr
Trh	Trhr
Trh	Adra1d
Trh	Grm2
Trh	Prokr2
Trh	Trhr
Trh	Gprc6a
Trh	Chrm5
Trh	Ntsr1
Trh	Cckbr
Trh	F2r
Trh	Tbxa2r
Trh	Htr2c
Trh	P2ry10
Trh	Gpr4
Trh	Oxtr
Trh	F2
Trh	Bdkrb1
Trh	Agtr2
Trh	Grm8
Trh	F2rl1
Trh	Lpar1
Trh	Fpr3
Trh	Fpr2
Trh	Nmbr
Trh	Npsr1
Trh	Kiss1r
Trh	Adra1a
Trh	Htr2a
Trh	Ffar2
Trh	Lpar2
Trh	Gna11
Trh	App
Tshb	Gpbar1
Tshb	Tshr
Tshb	Drd5
Tshb	Avpr2
Tshb	Sctr
Tshb	Mc5r
Tshb	Pth1r
Tshb	Adcy3
Tslp	Crlf2
Ttr	Ddr1
Ttr	Ager
Ttr	Ngfr
Ttr	Ngfr
Ttr	Stra6
Ttr	Ddr1
Ttr	Ddr1
Ttr	Il7r
Ttr	Ager
Ttr	App
Ttr	App
Tulp2	Hdac6
Tulp2	Amer1
Txlna	Trpm8
Txlna	Stx4a
Txlna	Stx1a
Tyrobp	Tyrobp
Tyrobp	Trem2
Tyrobp	Trem2
Tyrobp	Trem2
Tyrobp	Trem2
Tyrobp	Trem2
Tyrobp	Cd300e
Tyrobp	Tyrobp
Tyrobp	Tyrobp
Tyrobp	Plxna1
Tyrobp	Klrd1
Tyrobp	Tyrobp
Tyrobp	Clec5a
Tyrobp	Trem1
Tyrobp	Trem1
Tyrobp	Trem1
Ucn	Crhr1
Ucn	Crhr1
Ucn2	Il10rb
Ucn2	Gm21970
Ucn3	Crhr1
Ucn3	Il10rb
Ucn3	Gm21970
Uggt1	Tnfrsf14
Uggt1	Tnfrsf14
Uggt1	Cd40
Uggt1	Cd40
Uggt1	Cd40
Uggt1	Cd40
Uggt1	Mcc
Uggt1	Mcc
Uggt1	Dab2ip
Uggt1	Susd2
Uggt1	Ptprn
Uggt1	Susd2
Uggt1	Susd2
Ulbp1	4922502D21Rik
Ulbp1	Klre1
Ulbp1	Klri1
Ulbp1	Klri2
Ulbp1	Hcst
Uts2	Grpr
Uts2	Grm4
Uts2	Cysltr1
Uts2	Trhr
Uts2	P2ry6
Uts2	Gpr4
Uts2	Oxtr
Uts2	Htr2b
Uts2	App
Uts2	Gprc6a
Uts2	Lpar5
Uts2	Agtr2
Uts2	Adra1d
Uts2	Ffar1
Uts2	F2
Uts2	Ntsr2
Uts2	Casr
Uts2	Npffr1
Uts2	Tbxa2r
Uts2	Cckar
Uts2	Grm3
Uts2	Hcrtr1
Uts2	Mchr1
Uts2	P2ry10
Uts2	Nmur1
Uts2	Tacr2
Uts2	F2rl3
Uts2	Grm8
Uts2	Ednrb
Uts2	Grk5
Uts2	Ffar2
Uts2	Lpar2
Uts2	Lpar3
Uts2	Gna11
Uts2	Arhgef25
Uts2	Gcgr
Uts2	Ptgfr
Uts2	Lpar4
Uts2	Nmbr
Uts2	Lpar1
Uts2	Grm2
Uts2	Lpar6
Uts2	Bdkrb1
Uts2	Htr2a
Uts2	Gpr65
Uts2	Kiss1r
Uts2	Chrm1
Uts2	F2r
Uts2	Opn4
Uts2	F2rl1
Uts2	Agtr1a
Uts2	Agtr1b
Uts2	Grm7
Uts2	Hrh1
Uts2	Grm6
Uts2	F2rl2
Uts2	Ntsr1
Uts2	Npsr1
Uts2	Htr2c
Uts2	Prokr2
Uts2	Ffar3
Uts2	Ptafr
Uts2	Ltb4r2
Uts2	P2ry2
Uts2	Adra1a
Uts2	Grm1
Uts2	Tacr3
Uts2	Bdkrb2
Uts2	Ednra
Uts2	Adra1b
Uts2	Fpr3
Uts2	Fpr2
Uts2	Gpr68
