Ligand	Receptor
Efna4	Epha4
Efna4	Epha4
Efna4	Epha2
Efna4	Epha2
Efna5	Ephb1
Efna5	Ephb1
Efna5	Epha3
Efna5	Epha3
Efna5	Epha3
Efna5	Epha10
Efnb1	Ephb2
Efnb1	Ephb2
Efnb1	Slc39a4
Efnb1	Efnb1
Efnb1	Epha3
Efnb2	Sdc2
Efnb2	Rhbdl2
Efnb2	Epha4
Efnb2	Epha4
Efnb2	Ephb1
Efnb2	Ephb1
Efnb2	Epha4
Efnb2	Grm5
Efnb2	Ephb1
Efnb2	Epha4
Efnb2	Epha4
Efnb2	Epha4
Efnb2	Pecam1
Efnb2	Grm1
Efnb2	Phlpp1
Efnb2	Efnb1
Efnb2	Ephb2
Efnb2	Ephb3
Efnb2	Ephb2
Efnb2	Psen1
Efnb2	Epha3
Efnb2	Nus1
Efnb2	Ephb2
Efnb2	Efnb2
Efnb2	Ephb2
Efnb2	Ephb2
Efnb2	Ephb4
Efnb2	Lmbr1
Efnb2	Ephb4
Efnb2	Ephb4
Efnb2	Epha3
Efnb3	Efnb3
Efnb3	Epha4
Efnb3	Epha4
Efnb3	Rhbdl2
Efnb3	Rhbdl2
Efnb3	P2rx7
Efnb3	Ephb3
Efnb3	Ephb3
Efnb3	Igsf8
Egf	Erbb4
Egf	Adam10
Egf	Ap2a1
Egf	Erbb3
Egf	Hdac6
Egf	Hdac6
Egf	Erbb3
Egf	Nrg2
Egf	Ap2a2
Egf	Egfr
Egf	Egfr
Egf	Egfr
Egf	Egfr
Egf	Egfr
Egf	Egfr
Egf	Egfr
Egf	Egfr
Egf	Egfr
Egf	Epn1
Egf	Cdc42
Egf	Pag1
Egf	Kras
Egf	Grb2
Egf	Cbl
Egf	Grb2
Egf	Hbegf
Egf	Ereg
Egf	Lrig1
Egf	Erbb2
Egf	Shc1
Egf	Egf
Egf	Egf
Egf	Egf
Egf	Btc
Egf	Egf
Egf	Vtn
Egf	Ap2m1
Egfl6	Lrp1b
Egfl6	Ldlr
Egfl6	Sorl1
Egfl6	Ide
Egfl6	Lrp2
Egfl7	Notch1
Egfl7	Notch3
Egfl7	Plaur
Egfl7	Notch2
Egfl7	Efemp1
Egfl7	Loxl2
Egfl7	Loxl2
Egfl8	Slc4a7
Egfr	Cd59b
Egfr	Cd59a
Egfr	Atp1b1
Egfr	Ptprc
Egfr	Dock4
Egfr	Ptprj
Egfr	Olfm1
Egfr	Cd59b
Egfr	Cd59a
Egfr	Atp1b1
Egfr	Cd59b
Egfr	Cd59a
Egfr	Olfm1
Egfr	Ptprj
Egfr	Atp1b1
Egfr	Pld2
Egfr	Pld2
Egfr	Atp1a1
Egfr	Ptk2b
Egfr	Akt2
Egfr	Srprb
Egfr	Tnfrsf22
Egfr	Tnfrsf26
Egfr	Tnfrsf23
Egfr	Kcnq1
Egfr	Dpep3
Egfr	Pld2
Egfr	Epn1
Egfr	Pld2
Egfr	Ret
Egfr	Ret
Egfr	Epn1
Egfr	Kras
Egfr	Egfr
Egfr	Egfr
Egfr	Erbb4
Egfr	Egfr
Egfr	Egfr
Egfr	Epha2
Egfr	Ptprf
Egfr	Erbb4
Egfr	Lat
Egfr	Hdac6
Egfr	Lat
Egfr	Hdac6
Egfr	Egfr
Egfr	Mas1
Egfr	Robo4
Egfr	Hdac6
Egfr	Egfr
Egfr	Erbb4
Egfr	Egfr
Egfr	Hdac6
Egfr	Egfr
Egfr	Egfr
Egfr	Lat
Egfr	Lat
Egfr	Egfr
Egfr	Egfr
Egfr	Egfr
Egfr	Egfr
Egfr	Prkar1b
Egfr	Hdac6
Egfr	Hdac6
Egfr	Erbb4
Egfr	Egfr
Egfr	Ptprs
Egfr	Ntrk2
Egfr	Cdh1
Egfr	Cdh1
Egfr	Cdh1
Egfr	Raph1
Egfr	Ptpn2
Egfr	Ptpn2
Egfr	Raph1
Egfr	Adam10
Egfr	Nrg2
Egfr	Crk
Egfr	Crk
Egfr	Eps8
Egfr	Eps8
Egfr	Crk
Egfr	Ptprt
Egfr	Ptprt
Egfr	Aip
Egfr	Crk
Egfr	Ptpn6
Egfr	Eps8
Egfr	Slc3a2
Egfr	Crk
Egfr	Eps8
Egfr	Crk
Egfr	Crk
Egfr	Eps8
Egfr	Ap2a2
Egfr	Erbb2
Egfr	Trpv1
Egfr	Trpv1
Egfr	Blk
Egfr	Atp2b1
Egfr	Ptpn1
Egfr	Ptpn1
Egfr	Blk
Egfr	Hbegf
Egfr	Hbegf
Egfr	Ptpn1
Egfr	Prkar1b
Egfr	Tgfa
Egfr	Agtr1a
Egfr	Agtr1b
Egfr	Erbb2
Egfr	Ptpn1
Egfr	Ptpn2
Egfr	Tgfa
Egfr	Ptpn1
Egfr	Ptpn1
Egfr	Tgfa
Egfr	Ntrk2
Egfr	Blk
Egfr	Ptpn1
Egfr	Tgfa
Egfr	Tgfa
Egfr	Ptpn1
Egfr	Ptpn1
Egfr	Ptpn1
Egfr	Blk
Egfr	Blk
Egfr	Ntrk2
Egfr	Hbegf
Egfr	Grb2
Egfr	Irs4
Egfr	Irs4
Egfr	Met
Egfr	Iqgap1
Egfr	Irak1
Egfr	Ereg
Egfr	Ncam1
Egfr	Rab3a
Egfr	Egfr
Egfr	Anxa2
Egfr	Grb2
Egfr	Ezr
Egfr	Ptk2b
Egfr	Ereg
Egfr	Atp1a1
Egfr	Atp1a1
Egfr	Egfr
Egfr	Cyth2
Egfr	Cyth2
Egfr	Iqgap1
Egfr	Iqgap1
Egfr	Ezr
Egfr	Anxa2
Egfr	Irs4
Egfr	Atp1a1
Egfr	Ezr
Egfr	Rab3a
Egfr	Iqgap1
Egfr	Iqgap1
Egfr	Iqgap1
Egfr	Cyth2
Egfr	Cyth2
Egfr	Cyth2
Egfr	Ereg
Egfr	Anxa2
Egfr	Ereg
Egfr	Pag1
Egfr	Irs1
Egfr	Itgb4
Egfr	L1cam
Egfr	Lrp8
Egfr	Grb7
Egfr	Cdh1
Egfr	Plscr1
Egfr	Plscr2
Egfr	1700057G04Rik
Egfr	Fgr
Egfr	Fgr
Egfr	L1cam
Egfr	Irs1
Egfr	Cdc42
Egfr	Cdh1
Egfr	Cdh1
Egfr	Cdh1
Egfr	Ap2m1
Egfr	Alcam
Egfr	Btc
Egfr	Egf
Egfr	Egf
Egfr	Egf
Egfr	Egf
Egfr	Egf
Egfr	Egf
Egfr	Met
Egfr	Tgfa
Egfr	App
Egfr	Icam1
Egfr	Plscr1
Egfr	Plscr2
Egfr	1700057G04Rik
Egfr	Plscr1
Egfr	Plscr2
Egfr	1700057G04Rik
Egfr	Tgfa
Egfr	Tnfrsf1a
Egfr	Gnas
Elane	Vcam1
Elane	F2r
Elane	Lrp1
Elane	Lrp1
Elane	Lrp1
Elane	Plaur
Elane	Sdc1
Elane	Tgfa
Elane	Serpine1
Elane	Serpine1
Elane	Gm49368
Elane	Itgam
Elane	Csf3r
Elane	Cd40
Elane	F2rl1
Elane	Fcgrt
Elane	Fcgrt
Eln	Efemp2
Eln	Efemp2
Eln	Efemp2
Eln	Mfap3
Eln	Efemp1
Eln	Fbln5
Eln	Fbln5
Eln	Fbln5
Emcn	Sell
Emilin1	Mfap3
Emilin1	Fbln5
Emilin3	Plaur
Enox2	Traf5
Enox2	Traf5
Enpp2	Itgb4
Enpp2	Lpar1
Enpp6	Vamp3
Enpp6	Agtrap
Enpp6	Stx7
Enpp6	Slc26a6
Enpp6	Crlf3
Enpp6	Ripk4
Enpp6	Ptpn1
Epha10	Efna5
Epha3	Efna5
Epha3	Efna5
Epha3	Epha3
Epha3	Efna5
Epha3	Efna5
Epha3	Efna5
Epha3	Efna5
Epha3	Epha7
Epha3	Crk
Epha3	Efnb1
Epha3	Pim1
Epha3	Src
Epha3	Crk
Epha3	Adam10
Epha3	Efna1
Epha3	Adam10
Epha3	Adam10
Epha3	Ptpn1
Epha3	Adam10
Epha3	Efnb2
Epo	Epor
Epo	Epor
Epo	Epor
Epo	Epor
Epo	Epor
Epo	Epor
Epo	Epor
Epo	Epor
Epo	Epor
Epo	Ephb4
Epor	Ptpn6
Epor	Epor
Epor	Epor
Epor	Epor
Epor	Ptpn1
Epor	Epor
Epor	Ptpn1
Epor	Ptpn1
Epor	Epor
Epor	Epor
Epor	Epor
Epor	Epor
Epyc	Crk
Epyc	Crk
Erbb3	Syk
Erbb3	Cdh1
Erbb3	Cspg5
Erbb3	Lrig1
Erbb3	Erbb2
Erbb3	Syk
Erbb3	Grb2
Erbb3	Grb7
Erbb3	Grb7
Erbb3	Grb2
Erbb3	Hbegf
Erbb3	Grb7
Erbb3	Grb2
Erbb3	Grb7
Erbb3	Src
Erbb3	Grb2
Erbb3	Grb7
Erbb3	Grb2
Erbb3	Canx
Erbb3	Met
Erbb3	Grb2
Erbb3	Grb7
Erbb3	Nedd4
Erbb3	Nedd4
Erbb3	L1cam
Erbb3	L1cam
Erbb3	L1cam
Erbb3	Met
Erbb3	Met
Erbb3	Shc1
Erbb3	Fgfr1
Erbb3	Shc1
Erbb3	Fgfr1
Erbb3	Nrg2
Erbb3	Erbb4
Erbb3	Erbb3
Erbb3	Erbb3
Erbb3	Anxa2
Erbb3	Erbb3
Erbb3	Ptpn6
Erbb3	Il6st
Erbb3	Erbb3
Erbb3	Ptk2b
Erbb3	Erbb3
Erbb3	Erbb3
Erbb3	Erbb3
Erbb3	Ereg
Erbb3	Erbb3
Erbb3	Erbb2
Erbb3	Erbb2
Erbb3	Ptpn12
Erbb3	Egfr
Erbb3	Shc1
Erbb3	Crk
Erbb3	Ptk2b
Erbb3	Nrg2
Erbb3	Erbb3
Erbb3	Agtr2
Erbb3	Erbb4
Erbb3	Shc1
Erbb3	Shc1
Erbb3	Crk
Erbb3	Shc1
Erbb3	Egfr
Erbb3	Epn1
Erbb3	Hdac6
Erbb3	Egfr
Erbb3	Egfr
Erbb3	Egfr
Erbb3	Hdac6
Erbb3	Egfr
Erbb3	Kras
Erbb3	Egfr
Erbb3	Btc
Erbb3	Egfr
Erbb3	Egfr
Erbb3	Egf
Ereg	Erbb4
Ereg	Erbb4
Ereg	Kras
Ereg	Nrg2
Ereg	Egfr
Ereg	Egfr
Erp44	Cd40
Erp44	Itpr1
Erp44	Cd40
Erp44	Ptprn
Erp44	Cd40
Erp44	Cd40
Erp44	Il12b
Esm1	Itgal
Esm1	Itgb2l
Esm1	Itgb2
Extl2	Aoc3
Extl2	Chrna3
Extl2	Scn3b
Extl2	Gjc1
Extl2	Slc22a19
Extl2	Slc22a26
Extl2	Slc22a27
Extl2	Slc22a28
Extl2	Slc22a29
Extl2	Slc22a30
Extl2	Lpar1
F10	Gp1ba
F10	Gp1bb
F10	F3
F10	F2
F10	Gp9
F11	F2
F13a1	Il7r
F13a1	Il7r
F13a1	F2
F2	P2ry2
F2	Serpine1
F2	Serpine1
F2	Gna11
F2	Adra1b
F2	Htr2a
F2	Tacr2
F2	Agtr2
F2	Grpr
F2	Grm8
F2	Casr
F2	Chrm5
F2	Grm2
F2	F2rl1
F2	Gpr4
F2	Cckbr
F2	F2
F2	F2
F2	Ptafr
F2	F2rl3
F2	F2
F2	Agtr1a
F2	Agtr1b
F2	P2ry10
F2	Ntsr1
F2	Grm4
F2	Adra1d
F2	Kiss1r
F2	Npffr1
F2	Lpar1
F2	Fpr3
F2	Fpr2
F2	Nmbr
F2	Chrm1
F2	Gprc6a
F2	Gna12
F2	Tacr3
F2	Bdkrb1
F2	Igf2
F3	F2
F3	F3
F3	Rab13
F3	F2rl1
F3	F2rl1
F3	F3
F5	F3
F5	F2
F7	F3
F7	F2
F7	F3
F7	F3
F7	F3
F7	F3
F7	F3
F7	F3
F9	F2
F9	Gp1ba
F9	Gp9
F9	Gp1bb
F9	Lrp1
F9	Lrp1
Fam172a	Kir3dl1
Fam172a	Kir3dl2
Fam3c	Snap23
Fam3c	Atp4a
Fam3c	Adgrg5
Farp2	Plxna2
Farp2	Nrp1
Farp2	Plxna1
Farp2	Sema3a
Fas	Fas
Fas	Fas
Fas	Fas
Fas	Faim2
Fas	Egfr
Fas	Fas
Fas	Tnfrsf22
Fas	Tnfrsf26
Fas	Tnfrsf23
Fas	Ezr
Fas	Btk
Fas	Btk
Fas	Btk
Fas	Rara
Fas	Ptpn6
Fas	Faim2
Fas	Fas
Fas	Fas
Fas	Rhoa
Fas	Rhoa
Fas	Cd47
Fas	Krit1
Fas	Krit1
Fas	Met
Fasl	Yes1
Fasl	Yes1
Fasl	Rhoa
Fasl	Lyn
Fasl	Src
Fasl	Dlg2
Fasl	Src
Fasl	Lyn
Fasl	Src
Fasl	Msn
Fasl	Tec
Fasl	Crk
Fasl	Apbb1
Fasl	Crk
Fasl	Tec
Fasl	Dock4
Fasl	Fas
Fasl	Fas
Fasl	Fas
Fasl	Dock4
Fasl	Fas
Fasl	Fas
Fasl	Fas
Fasl	Fyn
Fasl	Fas
Fasl	Fas
Fasl	Fas
Fasl	Fyn
Fasl	Ezr
Fasl	Fyn
Fasl	Fyn
Fasl	Fyn
Fasl	Fyn
Fasl	Grb2
Fasl	Grb2
Fasl	Grb2
Fasl	Grb2
Fasl	Btk
Fasl	Grb2
Fasl	Dmd
Fasl	Btk
Fasl	Tnfrsf1a
Fasl	Tnfrsf1a
Fasl	Tnfrsf22
Fasl	Tnfrsf26
Fasl	Tnfrsf23
Fasl	Tnfrsf22
Fasl	Tnfrsf26
Fasl	Tnfrsf23
Fasl	Fgr
Fasl	Dlg2
Fasl	Traf2
Fasl	Ripk1
Fat4	Ryk
Fbln1	Cacna1a
Fbln1	Cacna1a
Fbln1	Nlgn3
Fbln1	Plscr4
Fbln1	Efemp1
Fbln1	Ltbp4
Fbln1	Notch3
Fbln1	Notch3
Fbln1	Mfap3
Fbln1	Itgb1
Fbln1	Colq
Fbln1	Ltbp4
Fbln1	Tdgf1
Fbln1	App
Fbln1	App
Fbln1	App
Fbln2	Lama5
Fbln2	Lama5
Fbln2	Lama5
Fbln2	Mfap3
Fbln5	Mfap3
Fbln5	Serpine1
Fbln5	Efemp2
Fbln5	Efemp2
Fbln5	Fbln5
Fbn2	Mfap3
Fbn2	Ltbp1
Fbn2	Ltbp1
Fbn2	Ltbp1
Fbn2	Fbln5
Fcnb	Ptpra
Fcnb	Ptprg
Fcnb	Fcnb
Fcnb	Podxl
Fcnb	Fcnb
Fcnb	Ffar2
Fga	Itgax
Fga	Crk
Fga	Ptpn1
Fga	F2
Fga	F2
Fgb	Ptpn1
Fgb	F2
Fgb	Itgax
Fgb	Grb7
Fgb	Crk
Fgf1	Kras
Fgf1	Fgfr1
Fgf1	Gpc1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr1
Fgf1	Fgfr4
Fgf1	Fgfr4
Fgf1	Fgfr3
Fgf1	Fgfr3
Fgf1	Fgfr3
Fgf1	Fgfr3
Fgf1	Nrp1
Fgf1	Tgfbr3
Fgf1	Fgfr4
Fgf1	Fgfr4
Fgf1	Fgfr2
Fgf10	Kras
Fgf10	Fgfr3
Fgf10	Akt2
Fgf10	Pdpk1
Fgf10	Klb
Fgf10	Frs3
Fgf10	Fgfr2
Fgf10	Fgfr2
Fgf10	Fgfr2
Fgf10	Fgfr2
Fgf10	Fgfr2
Fgf10	Cbl
Fgf10	Fgfr2
Fgf10	Fgfr2
Fgf10	Grb2
Fgf10	Fgfr2
Fgf10	Fgfr2
Fgf10	Fgfr1
Fgf10	Shc1
Fgf10	Fgfr1
Fgf10	Fgfr2
Fgf10	Nras
Fgf10	Kl
Fgf10	Fgfr4
Fgf10	Fgfr2
Fgf10	Fgfr2
Fgf12	Nedd4
Fgf16	Fgfr3
Fgf16	Fgfr2
Fgf16	Shc1
Fgf16	Kras
Fgf16	Cbl
Fgf16	Grb2
Fgf16	Klb
Fgf16	App
Fgf16	App
Fgf16	Fgfr3
Fgf16	Fgfr2
Fgf16	Akt2
Fgf16	Fgfr4
Fgf16	Kl
Fgf16	Frs3
Fgf16	Nras
Fgf16	Fgfr1
Fgf17	Shc1
Fgf17	Fgfr2
Fgf17	Grb2
Fgf17	Fgfr2
Fgf17	Nras
Fgf17	Fgfr2
Fgf17	Fgfr2
Fgf17	Fgfr1
Fgf17	Kl
Fgf17	Kras
Fgf17	Cbl
Fgf17	Fgfr1
Fgf17	Fgfr1
Fgf17	Frs3
Fgf17	Fgfr4
Fgf17	Akt2
Fgf17	Fgfr3
Fgf18	Fgfr1
Fgf18	Fgfr2
Fgf18	Shc1
Fgf18	Akt2
Fgf18	Frs3
Fgf18	Kras
Fgf18	Fgfr1
Fgf18	Fgfr2
Fgf15	Kras
Fgf15	Fgfr2
Fgf15	Nras
Fgf15	Fgfr4
Fgf15	Fgfr4
Fgf15	Kl
Fgf15	Shc1
Fgf15	Kl
Fgf15	Fgfr4
Fgf15	Grb2
Fgf15	Fgfr4
Fgf15	Frs3
Fgf15	Fgfr1
Fgf15	Fgfr1
Fgf15	Fgfr1
Fgf15	Akt2
Fgf15	Cbl
Fgf2	Kras
Fgf2	Fgfr2
Fgf2	Fgfr2
Fgf2	Fgfr3
Fgf2	Gpc4
Fgf2	Sdc4
Fgf2	Fgfr2
Fgf20	Kl
Fgf20	Fgfr2
Fgf20	Shc1
Fgf20	Fgfr3
Fgf20	Cbl
Fgf20	Fgfr2
Fgf20	Fgfr1
Fgf20	Nras
Fgf20	Fgfr4
Fgf20	Akt2
Fgf20	Frs3
Fgf20	Klb
Fgf20	Kras
Fgf20	Pdpk1
Fgf20	Grb2
Fgf21	Cdh7
Fgf21	Cdh7
Fgf21	Nedd4
Fgf22	Fgfr2
Fgf22	Fgfr4
Fgf22	Fgfr3
Fgf22	Kl
Fgf23	Grb2
Fgf23	Frs3
Fgf23	Shc1
Fgf23	Nras
Fgf23	Fgfr1
Fgf23	Fgfr2
Fgf23	Fgfr2
Fgf23	Fgfr2
Fgf23	Kras
Fgf23	Fgfr4
Fgf23	Akt2
Fgf23	Kl
Fgf23	Cbl
Fgf23	Fgfr2
Fgf23	Fgfr2
Fgf23	Fgfr2
Fgf23	Fgfr1
Fgf23	Phex
Fgf23	Fgfr1
Fgf23	Fgfr1
Fgf23	Fgfr3
Fgf3	Frs3
Fgf3	Shc1
Fgf3	Fgfr1
Fgf3	Fgfr2
Fgf3	Tmed1
Fgf3	Fgfr2
Fgf3	Fgfr2
Fgf3	Kl
Fgf3	Fgfr2
Fgf3	Fgfr4
Fgf3	Akt2
Fgf3	Cbl
Fgf3	Nras
Fgf3	Grb2
Fgf3	Fgfr1
Fgf3	Fgfr1
Fgf3	Kras
Fgf3	Fgfr2
Fgf3	Fgfr2
Fgf3	Fgfr3
Fgf3	Fgfr3
Fgf4	Fgfr1
Fgf4	Fgfr1
Fgf4	Shc1
Fgf4	Nrp1
Fgf4	Frs3
Fgf4	Fgfr3
Fgf4	Fgfr2
Fgf4	Kl
Fgf4	Fgfr2
Fgf4	Fgfr3
Fgf4	Fgfr3
Fgf4	Fgfr2
Fgf4	Kras
Fgf4	Fgfr3
Fgf4	Fgfr4
Fgf4	Fgfr3
Fgf4	Fgfr4
Fgf4	Klb
Fgf4	Akt2
Fgf4	Nrp1
Fgf4	Nras
Fgf4	Grb2
Fgf4	Cbl
Fgf5	Fgfr2
Fgf5	Fgfr4
Fgf5	Egf
Fgf5	Egf
Fgf5	Fgfr4
Fgf5	Grb2
Fgf5	Fgfr4
Fgf5	Fgfr2
Fgf5	Shc1
Fgf5	Nras
Fgf5	Fgfr2
Fgf5	Fgfr2
Fgf5	Fgfr2
Fgf5	Fgfr2
Fgf5	Fgfr2
Fgf5	Kras
Fgf5	Fgfr3
Fgf5	Fgfr1
Fgf5	Fgfr4
Fgf5	Fgfr1
Fgf5	Fgfr1
Fgf5	Cbl
Fgf5	Frs3
Fgf5	Fgfr1
Fgf5	Fgfr1
Fgf5	Akt2
Fgf5	Kl
Fgf5	Fgfr2
Fgf5	Fgfr3
Fgf5	Fgfr3
Fgf6	Akt2
Fgf6	Fgfr1
Fgf6	Fgfr1
Fgf6	Shc1
Fgf6	Fgfr2
Fgf6	Kras
Fgf6	Frs3
Fgf6	Fgfr2
Fgf6	Kl
Fgf6	Fgfr3
Fgf7	Klb
Fgf7	Fgfr4
Fgf7	Akt2
Fgf7	Fgfr3
Fgf7	Fgfr3
Fgf7	Fgfr3
Fgf7	Frs3
Fgf7	Kl
Fgf7	Fgfr2
Fgf7	Fgfr3
Fgf7	Fgfr4
Fgf7	Fgfr1
Fgf7	Shc1
Fgf7	Pdpk1
Fgf7	Fgfr1
Fgf7	Nrp1
Fgf7	Fgfr2
Fgf7	Fgfr2
Fgf7	Kras
Fgf7	Fgfr2
Fgf7	Fgfr2
Fgf7	Fgfr2
Fgf7	Nrp1
Fgf7	Nras
Fgf7	Grb2
Fgf7	Cbl
Fgf8	Shc1
Fgf8	Vangl2
Fgf8	Fgfr3
Fgf8	Fgfr1
Fgf8	Fgfr1
Fgf8	Fgfr1
Fgf8	Fgfr1
Fgf8	Fgfr2
Fgf8	Kras
Fgf8	Akt2
Fgf8	Frs3
Fgf8	Fgfr1
Fgf8	Ppan
Fgf8	Fgfr3
Fgf8	Fgfr3
Fgf8	Fgfr3
Fgf8	Fgfr2
Fgf8	Fgfr2
Fgf8	Fgfr2
Fgf9	Fgfr2
Fgf9	Fgfr2
Fgf9	Fgfr3
Fgf9	Fgfr3
Fgf9	Kl
Fgf9	Fgfr2
Fgf9	Fgfr4
Fgfr2	Grb2
Fgfr2	Cbl
Fgfr2	Fgfr2
Fgfr2	Sdc2
Fgfr2	Fgfr2
Fgfr2	Fgfr2
Fgfr2	Fgfr2
Fgfr2	Fgfr2
Fgfr2	Fgfr2
Fgfr2	Kras
Fgfr2	Ptk2b
Fgfr2	Fgfr2
Fgfr2	Fgfr2
Fgfr2	Fgfr1
Fgfr2	Akt2
Fgfr2	Xpr1
Fgfr2	Fgfr1
Fgfr2	Shc1
Fgfr2	Frs3
Fgfr2	Fgfr3
Fgfr2	Lyn
Fgfr2	Epha4
Fgfr2	Cd44
Fgfr2	Cbl
Fgfr2	Shc1
Fgfr2	Ptpn6
Fgfr2	Itga5
Fgfr2	Fgfr2
Fgfr2	Itga5
Fgfr2	Ptpn12
Fgfr2	Nedd4
Fgfr2	Fgfr3
Fgfr2	Fgfr3
Fgfr2	Kl
Fgfr2	Nectin1
Fgfr2	Fgfr4
Fgfr3	Fgfr2
Fgfr3	Nras
Fgfr3	Fgfr4
Fgfr3	Frs3
Fgfr3	Fgfr3
Fgfr3	Fgfr3
Fgfr3	Shc1
Fgfr3	Akt2
Fgfr3	Kl
Fgfr3	Cbl
Fgfr3	Fgfr3
Fgfr3	Fgfr3
Fgfr3	Grb2
Fgfr3	Fgfr2
Fgfr3	Fgfr2
Fgfr3	Fgfr1
Fgfr3	Kras
Fgfr3	Fgfr3
Fgfr3	Fgfr3
Fgfr3	Klb
Fgfr3	Epha4
Fgfr3	Grb2
Fgfr3	Ptk2b
Fgfr4	Grb2
Fgfr4	Fgfr4
Fgfr4	Shc1
Fgfr4	Kras
Fgfr4	Cbl
Fgfr4	Fgfr4
Fgfr4	Cdh2
Fgfr4	Fgfr4
Fgfr4	Fgfr2
Fgfr4	Fgfr1
Fgfr4	Akt2
Fgfr4	Frs3
Fgfr4	Epha4
Fgfr4	Kl
Fgg	Syk
Fgg	Grb2
Fgg	Ptpn1
Fgg	Rap1a
Fgg	Icam1
Fgg	Icam1
Fgg	Icam1
Fgg	Icam1
Fgg	Itgb2l
Fgg	Itgb2
Fgg	Itgax
Fgg	F2
Fgg	F2
Fgg	F2
Fgg	Crk
Fgg	Vtn
Flt1	Nedd4
Flt1	Flt1
Flt1	Flt1
Flt1	Flt1
Flt1	Shc1
Flt1	Flt1
Flt1	Grb2
Flt1	Yes1
Flt1	Ptk2b
Flt1	Cbl
Flt1	Nrp1
Flt1	Ptprb
Flt1	Cbl
Flt1	Ptprb
Flt1	Ptprb
Flt1	Kdr
Flt1	Kdr
Flt1	Shc1
Flt1	Crk
Flt1	Kdr
Flt1	Crk
Flt1	Nrp1
Flt1	Nrp1
Flt1	Crk
Flt1	Nrp2
Flt1	Ptprj
Flt1	Nrp2
Flt3l	Flt3
Flt4	Npy2r
Flt4	Flt4
Flt4	Mas1
Flt4	Epn1
Flt4	Flt4
Flt4	Grb2
Fn1	Ptpn1
Fn1	Lgals3bp
Fn1	Itga5
Fn1	Ltbp1
Fn1	Itgb7
Fn1	Sdc2
Fn1	Mag
Fn1	Itga5
Fn1	Rab5c
Fn1	Stx4a
Fn1	Ap2a2
Fn1	Coro1c
Fn1	F2
Fn1	Nr0b2
Fn1	Itga5
Fn1	Tnfrsf11b
Fn1	Tmprss6
Fn1	Itga8
Fn1	Col13a1
Fn1	Itgb1
Fn1	Epn1
Fn1	Lrba
Fn1	Sptbn1
Fn1	Diaph1
Fn1	Eps15
Fn1	Krt1
Fn1	Grb2
Fn1	Grb2
Fn1	Rab35
Fn1	Msn
Fn1	Hspa1b
Fn1	Hspa1a
Fn1	Rack1
Fn1	Vamp8
Fn1	Rara
Fn1	Egfr
Fn1	Sdc2
Fn1	Mep1b
Fn1	Dab2
Fn1	Scrib
Fn1	Mep1b
Fn1	Tshr
Fn1	Itgb3
Fn1	Col13a1
Fn1	Itgb1
Fn1	Itgb1
Fn1	Apold1
Fn1	Tfrc
Fn1	Capns1
Fn1	Cap1
Fn1	Snap23
Fn1	Yes1
Fn1	Rab11a
Fn1	Rap1b
Fn1	Cd44
Fn1	Cd44
Fn1	Igf2r
Fn1	Ppp2ca
Fn1	Iqgap1
Fn1	Anxa2
Fn1	Ap2a1
Fn1	Rac1
Fn1	Nt5e
Fn1	Itga3
Fn1	Itgb6
Fn1	Ptprcap
Fn1	Ap2m1
Fn1	Napa
Fn1	Phb2
Fn1	Colq
Fn1	Itgb6
Fn1	Itgb7
Fn1	Pkd1
Fn1	Itga8
Fshb	Fshr
Fshb	Ptgir
Fshb	Ghrhr
Fshb	Crhr1
Fshb	Drd5
Fshb	Adcy7
Fshb	Vipr2
Fshb	Rxfp1
Fshb	Gnas
Fshb	Fshr
Fshb	Fshr
Fshb	Mc2r
Fshb	Htr6
Fshb	Ramp3
Fshb	Mc4r
Fshb	Mc5r
Fshb	Mc3r
Fshb	Pth1r
Fshb	Npsr1
Fshb	Htr7
Fshb	Adcy6
Fshb	Calcrl
Fshb	Adcy3
Fshb	Adrb1
Fshb	Glp2r
Fshb	Adcy9
Fshb	Gpbar1
Fshb	Ptgdr
Fshb	Drd1
Fshb	Vipr1
Fshb	Ptger2
Fshb	Mc1r
Fshb	Adrb3
Fshb	Adcy1
Fshb	Tshr
Fshb	Hrh2
Fshb	Gcgr
Fshb	Pth2r
Fshb	Adora2b
Fshb	Gng2
Fshb	Avpr2
Fshb	Lhcgr
Fshb	Ramp1
Fshb	Gipr
Fshb	Adcyap1r1
Fshb	Adcy5
Fshb	Ramp2
Fshb	Rxfp2
Fshb	Sctr
Fshb	Glp1r
Fst	Bmpr1a
Fst	Bmpr2
Fstl1	Sgca
Fstl1	Adgrg5
Fstl1	Lrrc4c
Fstl1	Gpc1
Fstl1	Cd14
Fstl1	Cd14
Fstl1	Mtnr1a
Fstl1	Crk
Fstl1	Acvr2b
Fstl1	Cd14
Fstl1	Crk
Fstl1	Bmpr1a
Fstl1	Tgfbr2
Fstl1	Mtnr1b
Fstl1	Wnt4
Gabbr1	Adcy3
Gabbr1	Gng5
Gabbr1	Gm4356
Gabbr1	Cnr1
Gabbr1	Drd3
Gabbr1	Npbwr1
Gabbr1	Oxgr1
Gabbr1	Cacng2
Gabbr1	Tas2r137
Gabbr1	Tas2r108
